NODE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
10,225.5823618,508.2184764,707.9901537,848.4106017,422.3389413,156.3097407,788.9466475,845.5112349,710.8423581,545.6683265,7.434860176,808.201769,678.2319186,681.3285454,629.3778975,461.6273806,267.319718,737.2032532,234.6972661,451.1544234,477.9622353,772.5744119,699.3355913,849.2190331,121.9853943,386.9635038,45.56424898,155.4294443,918.1082676,864.7441809,894.1548361,412.2148066,978.1781778,927.3177455,1.348253875,949.9490381,403.235655,187.3914897,62.34632141,509.5358313,654.8258566,524.3432973,299.7010164,399.0553074,675.0877409,133.2916391,144.8849517,892.1783,812.5364772,237.1566226,350.6933317,693.6072892,930.1892266,269.3904391,968.277704,340.8648285,621.8295805,840.2841273,180.7085315,510.0282829,384.8809428,318.1642862,884.335922,751.7122426,910.45235,675.8222545,446.5151031,402.1477242,838.663336,669.8211477,152.318854,28.18771573,901.4734579,711.2818587,392.5185028,928.6935794,336.5152417,179.6851841,127.8670853,268.0961063,571.0583272,628.3084462,41.65842285,606.6745351,320.2323534,259.1909028,95.76032257,10.35007289,873.9183375,110.1830737,165.7883244,754.0427713,359.1272044,462.0263012,743.5925302,286.4877788
11,92.16759374,113.2077896,150.5614132,394.0885745,699.7269353,146.1751913,469.499762,751.5789074,749.366443,838.5624329,520.1289993,871.4594109,865.1876102,759.7057038,516.4328946,589.3506063,55.73115225,262.4301082,195.5886936,637.4419727,960.3705866,434.8844714,208.9413924,269.2422295,929.8493078,785.201331,82.00742907,929.3951113,705.3256216,106.411252,765.2493713,31.81357771,923.8302701,772.2118758,656.2989291,616.2055225,452.1758875,501.8936433,240.5055758,394.9193002,749.4560119,580.143882,122.0041191,695.6785553,943.3079916,145.9491422,924.182656,21.70833557,437.5477267,567.2753896,85.06011747,135.6412701,119.9371508,965.2867776,298.9937687,657.361355,665.4496413,481.7041219,210.368908,873.0851867,583.2082019,17.06599719,838.5880886,361.5950507,270.9545604,472.0593142,453.6269483,162.8138856,233.1530858,884.7541756,166.6435783,17.88276849,695.1695488,56.44222726,103.6730871,1.59827834,501.2674625,156.3554688,154.8160787,510.6639141,892.9626703,831.7592949,198.0179121,872.5618778,80.69466776,48.13877012,861.6029476,230.4185044,590.5628941,10.13980395,857.1313957,578.8148748,809.5447631,223.2835527,171.2268205,995.1113834
12,167.6683881,314.2906282,197.5640019,881.7732857,87.36866236,993.6950261,892.8493069,526.533774,364.2958983,261.1828493,117.4817743,458.6000661,461.1152738,602.6805682,403.1390274,105.1948366,212.85462,252.2079518,592.6481514,181.396461,122.9187463,233.2124182,72.33812867,33.92561456,823.9806841,166.5800388,90.57793372,872.4848732,422.0634885,934.9796049,442.1447663,23.7798389,461.4797124,881.0792804,927.4886661,882.7034036,37.75305741,395.7502502,658.8467361,252.7403523,705.7158782,874.0662746,636.212226,773.4233783,26.67437866,107.9576758,597.9800298,235.3766863,893.6946718,157.8549822,107.619776,210.5797383,853.8873745,784.6498645,856.5455438,242.7298502,830.2499553,744.0509638,571.3721006,610.5379035,928.264423,611.9668968,859.8244509,850.7404354,411.5638206,244.0262023,349.2398125,998.3075172,48.97958252,48.13540311,930.7910569,644.9443124,362.6467931,44.43615177,401.8916843,653.9075124,124.4476065,899.4081617,541.0749335,608.3132596,231.2435515,180.610959,149.007595,775.7527579,81.7454146,508.6275032,284.0778404,287.2623255,726.9565118,47.84725699,796.98685,58.72796995,83.70656185,455.0429119,942.8831996,544.82027
13,79.86272171,151.0048665,102.3081435,753.624936,587.1311651,636.2690087,884.2360393,369.8781442,911.5741834,935.5386959,971.3608077,616.201376,552.0856292,429.9286015,951.5592739,235.5110553,258.5019096,642.8908983,179.7294058,215.8974214,331.9995056,11.77141183,736.6842515,27.34991107,565.3841871,750.3023161,168.6871427,318.8710243,268.3222446,235.9501792,395.2605671,48.61723761,48.00544302,459.0356637,987.9104408,585.9461192,956.247476,354.2924695,960.395131,432.9759203,22.38041917,524.4593898,432.3580711,478.8921859,492.8142846,595.9273541,682.7852717,332.6090491,614.5816266,17.0744013,13.5903215,278.7019923,841.4426369,892.1158546,95.32694024,113.8616617,293.9387733,27.81178701,637.2871326,727.1400373,945.3715875,115.9607971,973.9591605,419.5171445,358.7446582,332.6835969,642.2465647,343.0250627,692.75329,15.24852805,952.5835742,467.1936593,106.505393,250.9422607,400.3783107,788.0727143,427.6480486,627.7117559,748.9023717,470.5117839,838.7074436,566.4860729,143.7572917,898.426972,811.5049677,913.9251194,968.2005391,606.2264307,307.4884839,599.8725519,842.7352535,386.8007559,432.4871348,722.8524138,9.252887799,555.839819
14,57.98128943,813.175791,667.4485701,838.2412959,118.8685464,606.4521249,148.9094147,198.7885079,538.2961071,838.4878465,129.9483078,310.3604968,739.8755338,488.0256397,922.9119984,681.4456896,307.8833755,252.6457057,366.7263842,879.6413007,627.204795,558.2403465,725.0565909,982.3310014,218.0894602,501.4638516,8.093203622,263.3751764,819.837205,727.3865035,41.78771772,847.5284296,718.0148507,313.5208239,629.1150386,455.8395215,733.3654978,537.035372,519.2637733,723.8152017,524.4760797,510.786745,623.2408945,827.8616696,885.1576751,127.7490742,644.3438546,482.5045643,578.2094317,5.365913384,567.7597373,353.2129122,672.5530229,360.1063476,654.1285753,966.4658971,356.4723381,519.410819,388.080773,678.7248647,245.1931034,181.1758152,632.4829692,886.4702168,528.3249774,340.0597601,979.3162507,573.9100783,131.4683277,819.9984728,39.49000766,687.1698672,405.9980241,319.7470444,257.0876511,774.3868662,789.9468237,914.7936353,108.5112354,557.3144934,49.37540765,408.6264619,383.0958416,582.2184619,441.8784963,425.3915084,217.3587504,710.5657609,534.9789631,777.0527316,693.2813655,95.40990304,352.5564063,853.6552103,997.3547674,657.0388693
15,647.9213146,742.652351,531.4687537,845.5096211,974.0888528,218.9337551,989.5421646,964.2469586,659.4601998,997.9516543,904.0656776,640.3250395,306.5818221,337.6962474,734.1320652,454.5319561,402.8596344,539.6726234,226.1282159,416.1383988,317.7451668,345.4034729,435.9693334,36.89650084,256.0796882,494.3300886,926.1444339,294.40316,560.5768786,318.5298575,659.6460304,162.2151676,601.7213683,599.3109124,156.8655349,561.0350236,60.6336233,140.9746985,241.6575835,970.1425816,314.183925,419.600811,881.1717388,148.5723049,884.7671832,506.2527748,150.5250026,182.2782204,567.1076031,381.3474666,915.7339515,486.1889911,571.0106101,167.0308859,810.2327596,797.1463029,789.6907465,448.3141637,9.194946291,130.8241655,330.7954569,410.1807211,445.9116508,340.5639441,43.86870049,873.5295205,936.5901852,765.531202,706.5809489,923.0196161,431.8617279,79.65254174,158.8325631,334.3058168,229.7607632,54.20781412,293.416663,591.0661301,458.2951184,568.9011845,589.1961983,734.3497335,53.28056907,926.4700543,374.1177872,775.7705135,295.616083,355.683114,850.8709036,212.1998449,555.9368967,686.6185582,549.3801727,785.1934934,452.196272,444.5149604
16,74.61645737,721.7790069,500.3131333,522.0712386,326.3556359,132.5797441,627.4689631,963.3621201,283.6960238,700.6322588,147.1672341,440.5309723,74.94136393,451.8299735,462.0969983,398.5904995,367.892672,566.0261208,737.5079641,504.2488056,998.621993,239.9604732,707.9743537,789.9140273,245.7692141,734.5061755,381.3729841,896.0337079,627.8708176,79.65973317,215.3630227,122.9406162,161.2248051,441.9687117,58.58808815,123.3136183,103.4291305,823.0899099,144.1533581,246.1794668,139.0595973,102.3230536,618.4084469,816.1764958,519.6551986,955.543932,894.2054463,311.9598991,301.315871,746.2508994,509.312666,998.5788795,881.5078301,375.7281293,413.0936567,300.1085014,476.876309,348.7029115,586.7783637,984.449665,289.5473744,798.0006081,646.1729708,995.7785162,141.9093295,74.88238767,48.10675899,696.3451804,350.2013195,760.7563563,376.6299723,567.9304507,760.4117228,826.1267444,724.4707872,678.8538101,984.9871446,734.1771402,142.9916964,584.0381833,782.1417611,193.382594,894.4177895,333.0255417,555.665899,106.7810639,562.5205546,65.11683284,160.8454646,224.201336,923.4300951,896.2841286,364.6699726,92.73546697,901.6261165,560.008381
17,365.8319742,394.1853917,324.948259,132.7338132,40.37021553,906.7790589,876.0139547,887.686048,726.2978581,40.51635205,505.1223195,468.5520717,281.725135,24.45533731,350.869515,742.2752614,100.7168673,116.0870808,766.1183204,375.1043363,389.0481956,319.6278945,671.1436199,869.3269896,238.2033268,350.199718,677.4085656,312.635738,609.9004857,602.2635996,954.8356177,722.4422549,948.7667619,934.8017948,404.7309825,832.55274,957.3867853,134.4508322,358.8818613,962.51704,602.6280362,399.4873095,539.8973327,831.1849708,961.7858973,231.5587807,100.3993126,318.4018936,318.3007389,351.4259907,196.3671752,757.7973358,856.4902367,575.614548,578.702874,157.8304264,676.8483377,219.6188813,733.7928187,825.3181132,285.6590793,981.789472,826.0592343,240.7155492,361.5391978,615.5544801,736.5983778,17.4967793,858.6156208,890.0725877,650.0746276,469.2032441,657.0556968,541.7890574,75.07000175,612.3903485,257.2570287,91.68944769,515.7370883,658.5861981,679.2255993,998.9630774,197.6946492,900.9778735,761.628784,271.0951575,926.0521526,506.5338284,666.3705292,982.1827293,337.2303078,560.3802523,550.3664956,242.108836,93.6331315,619.0540064
18,940.9582536,986.5851219,533.2826318,158.8296624,737.1981841,939.6641739,642.6406452,778.5697214,762.4437069,926.9758566,139.731281,903.2577553,448.6992914,935.0162058,581.7864068,698.8235138,371.134605,458.4954715,659.02347,889.5947834,228.8727834,153.2948961,681.5708553,57.69156705,462.2395891,77.57247216,724.0025669,564.9384575,385.0203676,589.3487449,253.6429606,822.7277713,792.8702561,135.6119088,326.2618896,298.2725683,652.3763404,848.7653837,875.6218211,651.8455644,807.5811122,436.8364589,776.8138106,171.9934134,817.0656835,514.6234821,900.1071727,673.0055509,135.2216315,779.1492135,961.7373096,58.00268293,149.3553943,125.5052428,95.11489971,617.6332671,334.4273939,355.0607596,602.4664477,951.7397869,289.1094458,827.243753,527.9869656,566.3208546,473.7826687,434.541048,64.26504359,211.2325518,731.0508958,184.5848117,434.4662283,626.4169031,832.2013399,617.3934455,369.7609402,255.2067701,141.0705527,330.1441774,741.6581295,137.3370943,11.66874726,518.5800753,933.8536622,791.1709004,61.44734176,736.1485213,867.662355,969.8302665,694.7139778,722.9014571,503.348258,962.4610431,498.6453878,592.1833869,952.0972634,136.5956979
19,11.13422396,800.0387074,946.846188,947.7303997,112.5149858,40.73711222,733.8709342,8.5096316,3.530167068,866.0137836,595.5338918,902.951886,372.7974278,753.5902886,14.31855547,34.54532173,986.3511045,986.9211255,123.952396,625.9781824,432.3641905,481.1714872,545.6593499,412.0353453,288.9689982,275.4396156,659.1249225,938.5570479,925.2906749,473.5275924,823.4556898,307.7346044,940.9452215,259.1281113,559.7609638,606.183907,454.1220596,680.3881654,790.1434884,418.0461505,685.5658394,628.9469844,461.5723245,288.507103,214.9355342,674.854566,731.4214516,902.8277216,398.3357473,198.6241533,89.13009243,29.25922463,472.6352282,452.5800785,645.2473175,143.1150646,134.5534406,747.121153,974.6726028,400.5446717,56.64073788,621.8624532,79.42335773,212.2033929,321.2259539,833.6341445,785.8363066,829.5765256,103.2938605,553.3181522,649.2588566,552.0491003,296.267329,238.6574484,554.3771578,863.0437437,287.822556,190.0313389,539.9090154,830.3592742,12.11379642,624.1486481,229.0469116,583.9577725,128.8811007,106.0924597,84.02287598,656.7424268,106.2502097,472.1985524,907.0640872,167.7645569,370.5084976,765.5514843,214.2722742,634.7074869
20,564.1162411,501.8357289,223.0617514,885.1789421,644.2901352,255.9852994,795.6889928,73.80963005,792.451144,58.67620389,10.73193287,137.5519213,241.8741767,587.2699045,365.0377378,337.8142051,679.8895441,619.5596396,78.865286,942.1921534,808.8984919,499.2693381,248.0084761,88.78324733,684.3422915,251.0767843,324.007023,36.10909702,135.7589868,356.8113123,932.5803307,540.9975703,366.5014262,193.7724039,650.8809046,495.3282278,603.0913949,662.37336,209.1765072,881.0594393,406.6368048,966.9021503,583.1464131,242.8376598,408.6118741,846.2973071,858.2783022,135.5203443,31.89062986,166.3095204,342.5410394,561.2428265,316.0334087,444.9928254,644.1442341,585.4878415,224.1339131,95.93714506,66.18237854,886.2492714,266.1018246,742.1744123,854.3759953,970.6402799,425.2509944,750.373512,163.3630156,660.8404613,434.8913891,194.3008989,549.6103799,901.7594218,647.0909775,7.435735304,956.2950885,376.1860558,293.3058465,390.2430236,510.1833933,702.3913908,431.1751442,862.7891591,323.51679,787.374386,867.1485106,544.4405842,774.7033829,106.5989727,400.9909655,222.755716,564.5956436,515.2717972,630.9335833,936.7995376,177.4048943,711.8351326
21,455.1744894,594.0271615,388.4909078,181.6685835,846.452088,522.5358449,851.8253386,337.095364,618.1425906,194.420667,549.0478608,782.5455371,599.5306824,983.7718907,228.3766581,22.73994388,458.8207144,696.1115681,104.6886324,653.6291231,815.9857972,310.9206427,852.2869648,68.84331883,73.33532037,997.5200812,825.0551447,692.1759186,145.2246177,227.1450331,69.28380444,974.0561519,57.30540748,986.4274693,841.6621069,271.8365523,434.6145746,230.440824,76.90847783,529.711703,812.2195042,433.4759338,412.5744954,527.8122628,86.38212118,596.1073909,769.3691409,487.0554313,478.0628317,123.5591992,382.282561,969.1188817,39.13341979,989.7849495,777.7307441,269.5653948,418.5500715,541.2910199,458.3606296,455.5410899,929.0842938,241.761234,671.8132897,597.4758546,213.0184209,348.807965,168.8155758,186.5536722,912.9122959,954.2166945,820.5281265,605.8176425,465.5830604,970.3724752,745.1301039,147.3377564,536.4491805,537.4420444,581.2153308,456.9461348,369.6891157,789.9031854,34.55149334,404.3828888,752.3656186,852.5630407,24.91963014,347.054176,720.7495972,143.2447879,984.9503793,405.8591973,503.7970247,568.0687744,952.9548494,289.2162245
22,900.3689637,523.9370218,287.4023664,744.1486238,544.2082708,832.9583051,360.1539764,964.0184439,591.3290701,631.2681011,567.3921907,142.731115,441.1481058,687.9028299,318.2858485,141.7244199,723.6566573,435.9287258,371.7790167,575.1766292,470.9402749,953.2871257,590.3333879,785.3168152,314.8488194,834.3699883,43.08291306,606.9582456,563.9192274,416.4189628,380.7877721,210.3021808,366.5842786,419.7636222,216.9559985,236.1504057,324.7604453,432.3103539,512.365341,270.8907476,255.0555945,696.9258084,227.6764765,665.1747165,408.5909138,369.1019417,510.7056155,625.9921301,748.8966847,228.0471319,975.3103605,864.5809328,109.0973005,280.8577613,462.1107886,51.33958366,741.6574162,224.9849134,480.6476905,443.2360328,77.59191305,830.7325803,377.7373281,222.3130927,422.8109078,749.8370034,293.2665636,13.33573494,678.6597123,451.4668144,674.0239755,159.0590481,473.5660377,169.7491949,915.10705,940.3439043,648.3863821,866.2801702,519.3397496,689.2147679,718.19796,938.7366072,220.6872905,504.1791453,761.8247798,400.0557276,524.3903548,228.9500827,734.3297328,248.0648205,121.816383,811.2511841,800.4489858,696.9652491,8.43176803,531.6667657
